block,87.52,liveness
review,71.14,liveness
block,80.19,liveness
review,78.84,liveness
review,78.64,liveness
pass,54.04,normal
block,87.68,liveness
pass,49.5,normal
pass,44.13,normal
review,78.07,liveness
review,75.8,liveness
review,73.49,liveness
pass,32.309998,normal
pass,54.78,normal
pass,32.22,normal
review,77.32,liveness
pass,52.62,normal
pass,36.46,normal
pass,47.2,normal
review,73.99,liveness
review,78.5,liveness
review,73.92,liveness
review,74.6,liveness
pass,36.14,normal
review,78.49,liveness
review,70.21,liveness
pass,43.5,normal
review,70.63,liveness
review,79.15,liveness
block,86.21,liveness
review,72.34,liveness
review,73.4,liveness
pass,34.690002,normal
block,86.09,liveness
review,70.67,liveness
pass,51.88,normal
pass,56.35,normal
pass,36.6,normal
block,83.21,liveness
review,70.06,liveness
pass,48.56,normal
pass,41.56,normal
review,76.68,liveness
review,74.48,liveness
pass,35.04,normal
review,70.98,liveness
pass,50.11,normal
pass,47.27,normal
pass,37.35,normal
pass,36.06,normal
pass,35.980003,normal
block,84.26,liveness
review,74.37,liveness
pass,52.19,normal
pass,55.69,normal
review,75.77,liveness
review,74.47,liveness
pass,36.76,normal
review,79.08,liveness
review,72.71,liveness
pass,51.94,normal
pass,44.1,normal
pass,35.43,normal
pass,36.44,normal
pass,42.43,normal
pass,30.96,normal
review,73.05,liveness
pass,49.14,normal
review,70.94,liveness
pass,42.39,normal
pass,41.4,normal
review,76.41,liveness
pass,35.35,normal
review,75.68,liveness
block,85.04,liveness
review,74.72,liveness
review,75.44,liveness
pass,56.3,normal
pass,37.96,normal
pass,37.99,normal
pass,44.91,normal
pass,38.49,normal
pass,33.010002,normal
review,75.54,liveness
pass,44.14,normal
block,80.52,liveness
pass,48.72,normal
pass,41.95,normal
review,71.25,liveness
pass,38.24,normal
pass,38.39,normal
pass,38.9,normal
pass,39.03,normal
review,70.2,liveness
review,74.62,liveness
pass,36.09,normal
block,85.6,liveness
pass,51.58,normal
pass,54.75,normal
pass,53.63,normal
pass,51.91,normal
pass,54.37,normal
pass,32.489998,normal
pass,36.48,normal
review,70.51,liveness
pass,48.28,normal
review,77.53,liveness
review,71.57,liveness
review,75.31,liveness
pass,44.54,normal
review,73.95,liveness
review,79.77,liveness
pass,32.39,normal
pass,54.24,normal
pass,45.68,normal
pass,47.18,normal
pass,54.95,normal
pass,45.6,normal
review,75.33,liveness
pass,46.15,normal
review,71.8,liveness
review,76.41,liveness
review,78.62,liveness
review,73.08,liveness
pass,34.489998,normal
review,74.64,liveness
pass,53.04,normal
pass,30.61,normal
pass,54.88,normal
review,70.7,liveness
pass,47.15,normal
review,74.3,liveness
pass,35.940002,normal
review,70.88,liveness
pass,31.550003,normal
pass,39.98,normal
pass,37.26,normal
pass,30.769997,normal
pass,37.79,normal
pass,36.96,normal
pass,40.77,normal
block,86.15,liveness
pass,37.91,normal
block,81.65,liveness
pass,52.82,normal
pass,33.519997,normal
pass,45.71,normal
review,70.57,liveness
review,70.03,liveness
review,76.16,liveness
pass,40.19,normal
pass,39.52,normal
pass,39.17,normal
pass,49.44,normal
pass,53.82,normal
review,72.75,liveness
pass,44.69,normal
pass,46.44,normal
pass,31.489998,normal
pass,36.08,normal
pass,42.76,normal
review,70.16,liveness
review,73.3,liveness
pass,52.7,normal
pass,54.95,normal
review,75.53,liveness
pass,46.85,normal
pass,47.78,normal
pass,43.65,normal
pass,51.68,normal
review,70.66,liveness
pass,48.86,normal
pass,50.78,normal
review,70.43,liveness
block,84.51,liveness
review,72.48,liveness
pass,34.059998,normal
review,73.7,liveness
review,75.22,liveness
pass,53.66,normal
review,73.35,liveness
review,74.03,liveness
pass,53.91,normal
review,75.5,liveness
review,72.35,liveness
pass,50.68,normal
pass,38.66,normal
pass,35.410004,normal
review,71.76,liveness
pass,53.34,normal
review,73.47,liveness
block,81.23,liveness
block,87.28,liveness
pass,52.95,normal
pass,52.95,normal
pass,30.970001,normal
pass,33.32,normal
pass,41.72,normal
pass,34.08,normal
pass,40.55,normal
block,82.18,liveness
pass,36.79,normal
review,72.29,liveness
block,86.44,liveness
pass,49.71,normal
pass,48.63,normal
review,71.14,liveness
block,83.14,liveness
pass,47.2,normal
pass,40.46,normal
pass,56.56,normal
pass,34.480003,normal
review,73.03,liveness
review,71.51,liveness
pass,44.99,normal
review,75.41,liveness
pass,39.15,normal
review,73.87,liveness
review,70.35,liveness
review,75.7,liveness
review,75.79,liveness
block,83.13,liveness
review,78.85,liveness
pass,46.45,normal
pass,52.9,normal
pass,41.4,normal
review,71.89,liveness
block,87.96,liveness
block,82.29,liveness
review,77.93,liveness
block,84.58,liveness
pass,51.95,normal
pass,51.05,normal
block,82.27,liveness
pass,54.03,normal
pass,46.71,normal
pass,56.05,normal
pass,56.28,normal
pass,47.48,normal
pass,38.93,normal
pass,37.82,normal
pass,46.23,normal
pass,41.32,normal
review,70.52,liveness
pass,48.53,normal
pass,32.300003,normal
review,75.37,liveness
review,76.47,liveness
block,81.78,liveness
pass,52.14,normal
pass,32.989998,normal
pass,50.06,normal
pass,35.410004,normal
block,81.81,liveness
block,84.09,liveness
review,75.03,liveness
block,82.83,liveness
pass,44.37,normal
pass,35.739998,normal
review,75.33,liveness
pass,36.31,normal
pass,48.99,normal
review,72.12,liveness
review,79.65,liveness
block,84.89,liveness
review,70.2,liveness
block,85.45,liveness
pass,47.3,normal
review,78.76,liveness
pass,30.809998,normal
pass,36.35,normal
pass,46.69,normal
pass,36.38,normal
review,71.13,liveness
pass,34.989998,normal
pass,43.61,normal
pass,40.75,normal
review,72.4,liveness
review,72.91,liveness
pass,53.63,normal
review,72.93,liveness
block,86.15,liveness
review,71.23,liveness
pass,35.57,normal
review,70.45,liveness
pass,48.33,normal
block,82.19,liveness
review,72.14,liveness
review,70.46,liveness
pass,34.17,normal
review,75.94,liveness
pass,30.68,normal
block,82.9,liveness
pass,56.51,normal
review,71.76,liveness
block,83.03,liveness
pass,56.33,normal
pass,47.71,normal
review,73.13,liveness
review,70.09,liveness
review,78.08,liveness
review,70.52,liveness
pass,51.91,normal
pass,46.76,normal
review,74.93,liveness
review,76.49,liveness
pass,39.55,normal
pass,46.11,normal
pass,49.57,normal
review,71.4,liveness
review,75.5,liveness
review,79.47,liveness
pass,51.28,normal
review,71.48,liveness
review,77.95,liveness
block,81.33,liveness
review,76.43,liveness
pass,52.54,normal
pass,36.64,normal
pass,55.92,normal
review,75.54,liveness
pass,31.589996,normal
review,78.09,liveness
block,81.29,liveness
review,71.28,liveness
review,75.46,liveness
pass,51.21,normal
pass,36.01,normal
review,77.96,liveness
block,81.73,liveness
review,75.72,liveness
review,79.24,liveness
pass,54.61,normal
pass,49.78,normal
block,84.73,liveness
pass,31.260002,normal
pass,45.98,normal
pass,41.07,normal
pass,38.01,normal
review,70.07,liveness
pass,36.14,normal
pass,34.89,normal
pass,54.33,normal
review,71.52,liveness
review,70.69,liveness
pass,34.54,normal
pass,34.199997,normal
block,82.67,liveness
block,82.47,liveness
pass,35.300003,normal
pass,36.45,normal
block,80.39,liveness
pass,31.0,normal
pass,52.3,normal
pass,33.04,normal
pass,30.14,normal
block,82.58,liveness
review,77.6,liveness
pass,52.24,normal
review,70.26,liveness
pass,47.12,normal
pass,47.76,normal
pass,48.73,normal
pass,51.47,normal
review,73.57,liveness
pass,31.04,normal
review,70.71,liveness
pass,41.48,normal
review,74.86,liveness
pass,37.57,normal
review,75.22,liveness
pass,43.25,normal
review,73.82,liveness
review,73.83,liveness
pass,36.53,normal
pass,47.91,normal
review,74.71,liveness
review,77.59,liveness
review,74.2,liveness
pass,32.989998,normal
review,77.27,liveness
pass,47.06,normal
review,74.02,liveness
pass,35.5,normal
review,71.66,liveness
pass,34.93,normal
pass,54.19,normal
pass,46.13,normal
pass,34.989998,normal
review,73.44,liveness
pass,50.79,normal
review,73.66,liveness
pass,40.39,normal
pass,51.87,normal
pass,56.38,normal
review,71.2,liveness
pass,38.43,normal
pass,49.64,normal
review,71.94,liveness
pass,44.9,normal
review,72.82,liveness
review,70.84,liveness
pass,45.59,normal
pass,32.559998,normal
pass,43.19,normal
review,70.13,liveness
review,77.01,liveness
review,71.19,liveness
block,80.95,liveness
review,72.87,liveness
review,71.01,liveness
pass,30.89,normal
pass,45.09,normal
block,85.36,liveness
review,77.2,liveness
pass,52.63,normal
review,77.95,liveness
review,78.37,liveness
review,70.74,liveness
review,78.9,liveness
pass,44.96,normal
review,75.7,liveness
pass,39.62,normal
review,72.81,liveness
block,80.86,liveness
block,80.52,liveness
block,88.09,liveness
review,70.04,liveness
review,71.64,liveness
block,82.82,liveness
pass,46.11,normal
pass,34.47,normal
pass,34.57,normal
pass,32.589996,normal
pass,34.35,normal
review,71.14,liveness
review,79.26,liveness
block,87.44,liveness
pass,54.16,normal
pass,40.14,normal
pass,39.14,normal
review,74.29,liveness
pass,47.09,normal
